"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"YWHAE",4.15098200257091e-08,0.868487331553547,0.309,0.132,0.000569265671832575,"5","YWHAE"
"DYNLL11",4.67344147825344e-08,0.409856509543826,0.586,0.324,0.000640915764327676,"5","DYNLL1"
"ARHGAP4",4.87573685870046e-08,0.471265265914224,0.284,0.115,0.000668658552802182,"5","ARHGAP4"
"TMSB101",5.06370996244954e-08,0.251416556698114,1,0.993,0.000694437184250329,"5","TMSB10"
"MRPL18",5.27894821189534e-08,0.997283546310091,0.395,0.182,0.000723954957779327,"5","MRPL18"
"SP1101",5.77399803525225e-08,0.564619044007939,0.537,0.267,0.000791846090554493,"5","SP110"
"ICAM2",6.16717483747919e-08,0.640230403517264,0.457,0.226,0.000845766357211897,"5","ICAM2"
"PPCS",6.56258127840204e-08,0.624625867417219,0.383,0.178,0.000899992396520055,"5","PPCS"
"SYTL1",6.62778836257871e-08,0.751037589665436,0.346,0.158,0.000908934896044045,"5","SYTL1"
"ATP5E1",6.96603428274045e-08,0.410778980382551,0.951,0.739,0.000955321941535026,"5","ATP5E"
"PSMD9",7.76241395605837e-08,0.502791004758697,0.383,0.172,0.00106453744993384,"5","PSMD9"
"LAP31",7.77366950810432e-08,0.746366465808462,0.321,0.145,0.00106608103634143,"5","LAP3"
"CCDC12",7.84423377364618e-08,1.06736883525005,0.469,0.233,0.00107575821971784,"5","CCDC12"
"TANK",7.92513252800831e-08,0.574250160185259,0.265,0.107,0.00108685267489106,"5","TANK"
"SAMHD11",8.31872564166503e-08,0.520343083328085,0.463,0.229,0.00114083003449794,"5","SAMHD1"
"FAM49B",8.93984162253503e-08,0.393780946061503,0.543,0.287,0.00122600988011445,"5","FAM49B"
"ATP5EP21",1.16606637678984e-07,0.596940767562317,0.512,0.267,0.00159914342912959,"5","ATP5EP2"
"LCP11",1.1664187393734e-07,0.637948781326965,0.636,0.371,0.00159962665917668,"5","LCP1"
"PPP4C1",1.22075880737427e-07,0.535457051062907,0.531,0.276,0.00167414862843307,"5","PPP4C"
"PSMD4",1.26357632579399e-07,0.657123968211305,0.525,0.27,0.00173286857319388,"5","PSMD4"
"BST21",1.28218276884695e-07,0.526381937095455,0.747,0.43,0.00175838544919671,"5","BST2"
"UBE2B",1.32815933362451e-07,1.28403204390253,0.321,0.141,0.00182143771013266,"5","UBE2B"
"COX6A1P2",1.73362560085266e-07,0.725014670069915,0.37,0.177,0.00237749414900934,"5","COX6A1P2"
"SEPT91",1.96129047891347e-07,0.519484357590373,0.574,0.323,0.00268971376278193,"5","SEPT9"
"ARF51",1.99636430053829e-07,0.665563918343749,0.519,0.284,0.00273781400175821,"5","ARF5"
"CYTH4",2.05245883400096e-07,1.33877910146544,0.278,0.122,0.00281474204494891,"5","CYTH4"
"HERPUD11",2.08116192057517e-07,0.467827983703651,0.407,0.2,0.00285410545787679,"5","HERPUD1"
"COX7A2",2.14072850113212e-07,0.550996122061522,0.654,0.384,0.00293579506645258,"5","COX7A2"
"PFDN51",2.14905674367216e-07,0.258211223810159,0.988,0.92,0.002947216418272,"5","PFDN5"
"CHCHD5",2.23080594219383e-07,0.536905737217127,0.309,0.137,0.00305932726912461,"5","CHCHD5"
"TXNL1",2.25979071455384e-07,0.417538611150693,0.37,0.169,0.00309907698593914,"5","TXNL1"
"CMTM7",2.2883626527026e-07,0.335512827408167,0.401,0.189,0.00313826054191635,"5","CMTM7"
"UQCR101",2.5679817894364e-07,0.426391113204052,0.605,0.332,0.00352173022603308,"5","UQCR10"
"FIBP1",2.57934005931659e-07,0.67095569858224,0.34,0.162,0.00353730695734678,"5","FIBP"
"CLTB1",2.62479621593315e-07,0.481588936780122,0.377,0.179,0.00359964553053072,"5","CLTB"
"CHCHD2",2.65759169781887e-07,0.39444518860218,0.92,0.7,0.0036446212543888,"5","CHCHD2"
"ADK",2.81452946060412e-07,0.556365138751463,0.259,0.108,0.00385984570227249,"5","ADK"
"GYG1",2.8675272201184e-07,0.308562324906227,0.253,0.105,0.00393252682967038,"5","GYG1"
"ZNHIT11",3.03289038106058e-07,0.46895759253845,0.5,0.261,0.00415930586858648,"5","ZNHIT1"
"ADI1",3.62801299891302e-07,0.524551230414493,0.321,0.148,0.00497545702670932,"5","ADI1"
"PDCL3",3.69538389666246e-07,0.727057455838274,0.265,0.114,0.0050678494758829,"5","PDCL3"
"NDUFS61",3.70885061107273e-07,0.516693808161715,0.432,0.218,0.00508631772802515,"5","NDUFS6"
"NDUFB6",4.23827676954147e-07,1.27509745781764,0.278,0.122,0.00581237276174917,"5","NDUFB6"
"RP11-347P5.1",4.66438162982641e-07,0.64335164067951,0.278,0.123,0.00639673296714394,"5","RP11-347P5.1"
"TADA3",4.75095715213314e-07,0.636558299716967,0.265,0.113,0.00651546263843539,"5","TADA3"
"PSMC2",4.95725452687168e-07,0.610931258171268,0.296,0.132,0.00679837885815182,"5","PSMC2"
"C1orf431",5.19719999259038e-07,0.667049268326747,0.42,0.215,0.00712744006983845,"5","C1orf43"
"TBCB",5.66978247906746e-07,0.669844805265376,0.537,0.292,0.00777553969179312,"5","TBCB"
"KDELR2",6.11564405117448e-07,0.539068940190985,0.346,0.168,0.00838699425178069,"5","KDELR2"
"NDUFA7.1",6.20984423216342e-07,0.437879529079509,0.327,0.151,0.00851618037998891,"5","NDUFA7.1"
"MYADM1",6.27638995220892e-07,0.311924995630182,0.37,0.179,0.00860744118045931,"5","MYADM"
"ADAR",6.63436712011745e-07,1.018343447557,0.346,0.17,0.00909837106852907,"5","ADAR"
"TMC6",7.18001549770975e-07,0.558582900575074,0.284,0.127,0.00984667325355915,"5","TMC6"
"MT-ND31",7.23320993545329e-07,0.38381764520378,0.401,0.193,0.00991962410548064,"5","MT-ND3"
"GLUD1",7.40477914984439e-07,0.967044751531856,0.272,0.12,0.0101549141260966,"5","GLUD1"
"NDUFC1",7.40909829488601e-07,0.62316065592375,0.272,0.121,0.0101608374016067,"5","NDUFC1"
"PSMB8",7.796316665587e-07,0.260593873130737,0.722,0.443,0.010691868675186,"5","PSMB8"
"RASGRP21",8.52040692000955e-07,0.341559574295515,0.438,0.23,0.0116848860501011,"5","RASGRP2"
"CRIP12",9.06155677604659e-07,0.450544156135311,0.599,0.355,0.0124270189626703,"5","CRIP1"
"PSENEN",9.52643338658632e-07,0.612020211982843,0.29,0.131,0.0130645507463645,"5","PSENEN"
"CALM3",1.04253557409173e-06,0.683575244342361,0.605,0.348,0.014297332863094,"5","CALM3"
"LRPAP1",1.09336452958075e-06,0.541356930431895,0.346,0.17,0.0149944011586705,"5","LRPAP1"
"UBE2E3",1.19034506851357e-06,0.653351133944043,0.259,0.114,0.016324392269595,"5","UBE2E3"
"ANAPC111",1.54411829389467e-06,0.312047607535738,0.463,0.233,0.0211760382824715,"5","ANAPC11"
"PRDX3",1.68249472598525e-06,0.262331050998989,0.278,0.126,0.0230737326721617,"5","PRDX3"
"ERCC1",1.83146086785158e-06,0.961507842142815,0.253,0.11,0.0251166543417165,"5","ERCC1"
"MYH9",1.90088429175006e-06,0.428639583029101,0.364,0.178,0.0260687271770603,"5","MYH9"
"SSBP4",2.03933430698022e-06,0.390282966984977,0.265,0.117,0.0279674306859268,"5","SSBP4"
"RHEB",2.03998370373881e-06,0.555946496992092,0.284,0.132,0.0279763365130741,"5","RHEB"
"LMAN2",2.15815166759725e-06,0.260467719047129,0.469,0.248,0.0295968919694287,"5","LMAN2"
"NDUFB71",2.32448537818009e-06,0.312280831761295,0.525,0.271,0.0318779924763617,"5","NDUFB7"
"OSTF11",2.56862878167397e-06,0.652649941400542,0.512,0.298,0.0352261751118768,"5","OSTF1"
"TLN1",2.59508285926913e-06,0.592564353315987,0.259,0.118,0.0355889663320168,"5","TLN1"
"GNAS1",2.59927733270437e-06,0.451924598887572,0.512,0.286,0.0356464893407078,"5","GNAS"
"BIN21",2.75606895105973e-06,0.311280854249553,0.605,0.354,0.0377967295948332,"5","BIN2"
"CD522",2.7762853962443e-06,0.251654492607894,0.975,0.89,0.0380739779240944,"5","CD52"
"COMT1",3.08682368599378e-06,0.678616621307135,0.309,0.147,0.0423327000297187,"5","COMT"
"PHPT11",3.13420834041622e-06,0.292046529476632,0.321,0.154,0.0429825331804681,"5","PHPT1"
"CD44",3.16506583541987e-06,0.323926145034159,0.698,0.447,0.0434057128669481,"5","CD44"
"NDUFV2",3.20542599996365e-06,0.452321799543687,0.494,0.268,0.0439592121635015,"5","NDUFV2"
"LSMD11",3.24994431788461e-06,0.73700879106707,0.34,0.166,0.0445697363754696,"5","LSMD1"
"SNRPD3",3.25601414385979e-06,0.592098667541053,0.34,0.168,0.0446529779688931,"5","SNRPD3"
"SQRDL",3.28166319540912e-06,0.544465256068486,0.284,0.135,0.0450047290618407,"5","SQRDL"
"RNF213",3.56737283446762e-06,0.763627943421899,0.414,0.215,0.0489229510518889,"5","RNF213"
"MIEN1",3.61178161289999e-06,0.534328752052352,0.346,0.171,0.0495319730393105,"5","MIEN1"
"SELT",3.62106100948445e-06,0.495466230578729,0.531,0.286,0.0496592306840697,"5","SELT"
"CDK2AP2",3.62402114073568e-06,0.458284509938066,0.315,0.15,0.0496998259240491,"5","CDK2AP2"
"TWF2",3.63008964465728e-06,0.477764559409377,0.346,0.173,0.0497830493868299,"5","TWF2"
"ARF11",3.64753916470839e-06,0.297639163730129,0.741,0.436,0.0500223521048109,"5","ARF1"
"ZFP361",3.77625604075504e-06,0.353519216973931,0.87,0.695,0.0517875753429147,"5","ZFP36"
"NDUFA121",4.06344683234749e-06,0.415628624242287,0.401,0.21,0.0557261098588135,"5","NDUFA12"
"VIMP",4.15701475509067e-06,0.483679467711951,0.296,0.143,0.0570093003513135,"5","VIMP"
"TCF25",4.21395318728202e-06,0.703228663827619,0.444,0.242,0.0577901540103856,"5","TCF25"
"HTATIP2",4.24134370180518e-06,0.418886665365505,0.259,0.117,0.0581657875265562,"5","HTATIP2"
"MKRN1",4.62540865497907e-06,0.522368376264257,0.377,0.198,0.0634328542943829,"5","MKRN1"
"ENO1",4.72000932405514e-06,0.419423332004847,0.784,0.551,0.0647302078700922,"5","ENO1"
"AMICA11",5.72952861244147e-06,0.41480168991262,0.457,0.251,0.0785747553910223,"5","AMICA1"
"PMAIP1",6.00457544353006e-06,0.386661654056205,0.265,0.124,0.0823467476325712,"5","PMAIP1"
"TUBB4B",6.15910032397693e-06,0.482595555451481,0.272,0.126,0.0844659018430196,"5","TUBB4B"
"PSMC4",6.42516598237108e-06,0.79825142033544,0.327,0.158,0.088114726282237,"5","PSMC4"
"CCDC115",6.59893810484036e-06,0.284976546583889,0.309,0.153,0.0904978371697807,"5","CCDC115"
"NDUFS71",6.87431611523515e-06,0.534002215124856,0.494,0.28,0.0942743712043348,"5","NDUFS7"
"PCMT1",6.90452218821136e-06,0.263155757209245,0.414,0.215,0.0946886172891306,"5","PCMT1"
"RAB2A",6.92658002332536e-06,0.659522470339802,0.321,0.16,0.0949911184398839,"5","RAB2A"
"NDUFA22",7.09693143030599e-06,0.280690918931754,0.457,0.245,0.0973273176352163,"5","NDUFA2"
"SAP18",7.44909642880209e-06,0.394911509897276,0.735,0.462,0.102156908424592,"5","SAP18"
"ICAM3",7.67213806396327e-06,0.401705168287328,0.667,0.407,0.105215701409192,"5","ICAM3"
"TMEM9B",7.84542221676787e-06,0.270293856855849,0.358,0.18,0.107592120280755,"5","TMEM9B"
"PSMB21",7.90695279051512e-06,0.529387686716203,0.389,0.206,0.108435950569124,"5","PSMB2"
"CAPZA1",8.01247306858599e-06,0.388869095573715,0.327,0.161,0.109883055662588,"5","CAPZA1"
"ATP6V0E1",8.03165677387696e-06,0.402215990106245,0.833,0.547,0.110146140996949,"5","ATP6V0E1"
"CHMP2A1",8.5044432931447e-06,0.511583454269398,0.451,0.252,0.116629935322186,"5","CHMP2A"
"TMBIM4.1",8.7276076741194e-06,0.275874335860617,0.494,0.278,0.119690411642873,"5","TMBIM4.1"
"ACTG12",9.02383206091706e-06,0.25171534280566,0.981,0.856,0.123752832883417,"5","ACTG1"
"ATP6AP2",9.33916374412647e-06,0.534686114438421,0.438,0.241,0.12807729158695,"5","ATP6AP2"
"OTUB1",1.01179810214624e-05,0.29466316466654,0.309,0.152,0.138757991728336,"5","OTUB1"
"SHFM1",1.08692808635791e-05,0.415640982741673,0.377,0.191,0.149061317763123,"5","SHFM1"
"NDUFA4",1.11772001174515e-05,0.334008483217482,0.735,0.514,0.15328412241073,"5","NDUFA4"
"DECR1",1.145406984282e-05,0.52785226748049,0.34,0.176,0.157081113824434,"5","DECR1"
"GRB21",1.3358262945129e-05,0.361039415747735,0.34,0.174,0.183195218029499,"5","GRB2"
"CHMP3",1.39464514576915e-05,0.468907806798135,0.327,0.164,0.191261635290781,"5","CHMP3"
"AHNAK1",1.41595157414631e-05,0.55272567164038,0.475,0.262,0.194183598878425,"5","AHNAK"
"CHMP5",1.43274609829547e-05,0.429344209210697,0.395,0.21,0.19648679992024,"5","CHMP5"
"BSG",1.49377010880691e-05,0.274022468692998,0.438,0.237,0.20485563272178,"5","BSG"
"RBCK1",1.54265685039512e-05,0.678367401226538,0.377,0.197,0.211559960463187,"5","RBCK1"
"MEA1",1.55148729736876e-05,0.330317243426015,0.259,0.12,0.212770967961152,"5","MEA1"
"RAB7A",1.62520534561228e-05,0.313485024888994,0.519,0.3,0.222880661097268,"5","RAB7A"
"OS9",1.73177350692999e-05,0.283112274454953,0.272,0.128,0.237495418740379,"5","OS9"
"PTGES32",1.78895721618666e-05,0.427578302769325,0.586,0.397,0.245337592627838,"5","PTGES3"
"IKZF1",1.84241933900431e-05,0.344547759652738,0.296,0.145,0.252669388151051,"5","IKZF1"
"ATP5F1",1.98685278576249e-05,0.325982775959885,0.593,0.359,0.272476991039468,"5","ATP5F1"
"PFDN2",2.1639218424907e-05,0.294556633775544,0.346,0.186,0.296760241479175,"5","PFDN2"
"C19orf10",2.460600328269e-05,0.320631841777749,0.389,0.207,0.337446729018811,"5","C19orf10"
"NUCB1",2.47123608769773e-05,0.468367279578171,0.327,0.167,0.338905317066866,"5","NUCB1"
"NAPA",2.50175660820862e-05,0.589029665222364,0.253,0.124,0.34309090124973,"5","NAPA"
"CCM2",2.50855252637017e-05,0.289405748602852,0.272,0.131,0.344022893466405,"5","CCM2"
"SSNA1",2.5998144845385e-05,0.414162082163481,0.395,0.213,0.35653855840961,"5","SSNA1"
"MYEOV2",2.63279207339817e-05,0.39128556110047,0.395,0.218,0.361061104945825,"5","MYEOV2"
"RAP1A",2.77133012382969e-05,0.263864119875973,0.549,0.311,0.380060213182003,"5","RAP1A"
"LIMS11",2.79279766279839e-05,0.340802209938774,0.29,0.147,0.383004271476171,"5","LIMS1"
"RALY1",2.82367773776215e-05,0.687997812457202,0.407,0.216,0.387239164956702,"5","RALY"
"NDUFS3",2.91728982746431e-05,0.458130011246697,0.302,0.156,0.400077126938455,"5","NDUFS3"
"SNX17",2.97791557120064e-05,0.846825369457893,0.383,0.208,0.408391341434456,"5","SNX17"
"WBP2",3.16433212834699e-05,0.313770923874949,0.29,0.145,0.433956508081506,"5","WBP2"
"TMEM1471",3.57323415778321e-05,0.340747017989847,0.346,0.183,0.49003333239839,"5","TMEM147"
"RNF71",3.7513638476927e-05,0.263773353303631,0.432,0.239,0.514462038072577,"5","RNF7"
"AKR1A1",3.83737561071573e-05,0.315072001425274,0.284,0.14,0.526257691253555,"5","AKR1A1"
"DCTN3",4.47150870253044e-05,0.760899410421206,0.407,0.222,0.613222703465024,"5","DCTN3"
"PABPC4",4.5409789795281e-05,0.40610198772785,0.259,0.126,0.622749857252483,"5","PABPC4"
"LCP2",4.59711848186384e-05,0.661730226638271,0.259,0.126,0.630448828602807,"5","LCP2"
"ARL4A",4.77348222041041e-05,0.506438139599671,0.278,0.146,0.654635351707083,"5","ARL4A"
"ARPC4",5.49002060428183e-05,0.285767784771544,0.519,0.303,0.75290142567121,"5","ARPC4"
"GPX41",6.54634313392854e-05,0.347464470914985,0.747,0.531,0.897765497386961,"5","GPX4"
"UQCRQ1",6.84723488080241e-05,0.388108331156615,0.469,0.282,0.939029791553243,"5","UQCRQ"
"ATRAID",7.36743632157033e-05,0.528904715969573,0.469,0.265,1,"5","ATRAID"
"NDUFS4",7.57551429841907e-05,0.346881421250187,0.253,0.126,1,"5","NDUFS4"
"GRK61",8.03479401190188e-05,0.526108283332946,0.333,0.18,1,"5","GRK6"
"STK17B",9.95694765741906e-05,0.274585978076317,0.352,0.187,1,"5","STK17B"
"UBC1",0.000103940427594207,0.297424318731496,0.963,0.846,1,"5","UBC"
"HM13",0.00010558282768347,0.458730586434955,0.259,0.134,1,"5","HM13"
"FDX1",0.000114263506666434,0.443626570713808,0.278,0.147,1,"5","FDX1"
"FBXW5",0.000114651662069143,0.317873351096477,0.253,0.127,1,"5","FBXW5"
"LDHA1",0.00011481559941573,0.471185685441403,0.722,0.478,1,"5","LDHA"
"COMMD7",0.000117794652707337,0.282954324999496,0.302,0.159,1,"5","COMMD7"
"FKBP8",0.000127866587952719,0.319786770075128,0.506,0.303,1,"5","FKBP8"
"ATP5I1",0.000127882855856409,0.346805412199249,0.469,0.277,1,"5","ATP5I"
"CD631",0.000128791933057482,0.258198701767516,0.531,0.333,1,"5","CD63"
"TAF9",0.000129056603473288,0.499533630031402,0.29,0.155,1,"5","TAF9"
"MRPL541",0.000132269781600858,0.402545701173339,0.377,0.216,1,"5","MRPL54"
"C19orf70",0.000145719862523874,0.487297812144748,0.37,0.214,1,"5","C19orf70"
"DSTN2",0.000151328313658716,0.392877071182848,0.34,0.189,1,"5","DSTN"
"PDCD51",0.000171055012298638,0.392214893087821,0.327,0.177,1,"5","PDCD5"
"CYC11",0.000184015845885233,0.443058691842854,0.327,0.185,1,"5","CYC1"
"RNF114",0.000201293088146315,0.360540470162938,0.253,0.128,1,"5","RNF114"
"NDUFA1",0.000220326161789908,0.305255549003841,0.543,0.319,1,"5","NDUFA1"
"PTPRC1",0.000228425160949008,0.253661683175003,0.66,0.442,1,"5","PTPRC"
"NDUFA6",0.000230443889708054,0.382661967162341,0.29,0.158,1,"5","NDUFA6"
"PDIA6",0.000244168013088908,0.281686024548108,0.401,0.229,1,"5","PDIA6"
"PRKAR1A",0.000250643190489175,0.274167429473059,0.309,0.166,1,"5","PRKAR1A"
"RHOF",0.000260682661710643,0.31621035764436,0.302,0.164,1,"5","RHOF"
"ZMAT2",0.00026984495854121,0.292430611439181,0.309,0.17,1,"5","ZMAT2"
"CHMP1B1",0.000277227790248746,0.571640075514251,0.438,0.25,1,"5","CHMP1B"
"MYL12B2",0.000277883809441049,0.404848462363913,0.901,0.688,1,"5","MYL12B"
"MAP1LC3B",0.000305420031178949,0.290054857854614,0.414,0.241,1,"5","MAP1LC3B"
"DAP3",0.000331811895145639,0.297332081911616,0.302,0.167,1,"5","DAP3"
"PPP1R7",0.000341648988799959,0.265568732859108,0.327,0.177,1,"5","PPP1R7"
"BAZ1A",0.000348466179258988,0.309642893144715,0.358,0.207,1,"5","BAZ1A"
"NDUFB12",0.000385397039647684,0.421188927994412,0.302,0.171,1,"5","NDUFB1"
"GIMAP2",0.000426476601820269,0.400188543536514,0.333,0.187,1,"5","GIMAP2"
"PAIP2",0.000431630149181128,0.35240744721499,0.488,0.306,1,"5","PAIP2"
"BLOC1S21",0.000454285033917312,0.38457592615312,0.278,0.155,1,"5","BLOC1S2"
"CAPG1",0.000467907346999308,0.3209280591674,0.377,0.223,1,"5","CAPG"
"DNAJC15",0.000487044371529022,2.95407704227235,0.253,0.138,1,"5","DNAJC15"
"SNRPD1",0.000545174007865468,0.427130675251221,0.346,0.206,1,"5","SNRPD1"
"TMEM258",0.000581634856058333,0.267792765633882,0.512,0.317,1,"5","TMEM258"
"NDUFA111",0.000655718795972149,0.398678939548661,0.63,0.399,1,"5","NDUFA11"
"BCAP31",0.000751320060435656,0.255738553804629,0.444,0.275,1,"5","BCAP31"
"TEX264",0.000784752016114165,0.38665837399511,0.278,0.158,1,"5","TEX264"
"NDUFB2",0.000831478498406035,0.317474867217529,0.531,0.337,1,"5","NDUFB2"
"PSMB71",0.000840105507556199,0.291118937294714,0.494,0.304,1,"5","PSMB7"
"ADRM1",0.000859848528706575,0.302753226060439,0.296,0.168,1,"5","ADRM1"
"PUF60",0.000928560384966026,0.283596180151998,0.278,0.155,1,"5","PUF60"
"ATP5L1",0.000968714217790545,0.262516192477117,0.858,0.689,1,"5","ATP5L"
"SDHD",0.000971753818370891,0.269841715350778,0.327,0.187,1,"5","SDHD"
"UBL51",0.000997478323416345,0.307477449783931,0.636,0.433,1,"5","UBL5"
"EIF1B",0.00100374787313662,0.420956582538222,0.315,0.183,1,"5","EIF1B"
"IFI27L21",0.0010197812441286,0.282044233895833,0.272,0.157,1,"5","IFI27L2"
"APBB1IP",0.00108851902375218,0.581604441412575,0.278,0.156,1,"5","APBB1IP"
"COPE1",0.00108988659102494,0.410506186628156,0.66,0.423,1,"5","COPE"
"UBXN1",0.00136475954298332,0.420857657158832,0.747,0.496,1,"5","UBXN1"
"SIVA1",0.00168184223134182,0.75223771274045,0.358,0.214,1,"5","SIVA1"
"DBI",0.001702342908245,0.351455260049893,0.525,0.345,1,"5","DBI"
"YPEL5",0.0017028435428561,0.644270104091527,0.519,0.326,1,"5","YPEL5"
"RASSF51",0.00187088879098196,0.278638928331782,0.296,0.176,1,"5","RASSF5"
"SMIM7",0.00207588467378539,1.01013225367953,0.272,0.155,1,"5","SMIM7"
"NCL",0.00246344811488997,0.466977974571699,0.383,0.23,1,"5","NCL"
"SOD12",0.00266279801884606,0.410411388298083,0.673,0.502,1,"5","SOD1"
"CCT7",0.00281114844263186,0.634511512023782,0.309,0.188,1,"5","CCT7"
"C1orf63",0.00310938757839452,0.842749089689461,0.296,0.173,1,"5","C1orf63"
"MX1",0.0037484201783633,0.369064505264702,0.346,0.21,1,"5","MX1"
"SSB",0.00566138657234361,0.334586093448217,0.364,0.225,1,"5","SSB"
"COPS6",0.0083666117903749,0.453566562585627,0.302,0.186,1,"5","COPS6"
"GZMB1",0,5.97743702177774,0.961,0.068,0,"6","GZMB"
"PRF11",0,5.15232084570285,0.948,0.107,0,"6","PRF1"
"GNLY1",0,5.95938585821989,0.961,0.131,0,"6","GNLY"
"FGFBP21",0,5.40450902274513,0.877,0.062,0,"6","FGFBP2"
"CST71",0,3.86536015544327,0.948,0.149,0,"6","CST7"
"GZMA1",0,3.73384620948223,0.929,0.152,0,"6","GZMA"
"NKG71",0,4.22775527342,1,0.255,0,"6","NKG7"
"CTSW1",0,3.36427587747215,0.987,0.257,0,"6","CTSW"
"FCGR3A1",0,2.74422253612651,0.839,0.145,0,"6","FCGR3A"
"SPON2",0,5.71148215432878,0.729,0.039,0,"6","SPON2"
"CCL41",0,4.79228699216009,0.71,0.077,0,"6","CCL4"
"CD2471",0,3.51047221179845,0.858,0.231,0,"6","CD247"
"GZMM1",0,2.92611632645018,0.806,0.209,0,"6","GZMM"
"GZMH1",0,3.00297531294264,0.619,0.068,0,"6","GZMH"
"HOPX1",0,3.45890808004333,0.658,0.117,0,"6","HOPX"
"CLIC3",0,5.27045018214353,0.568,0.029,0,"6","CLIC3"
"APMAP1",0,3.30082525101895,0.626,0.091,0,"6","APMAP"
"TYROBP2",0,0.417210262875706,0.897,0.366,0,"6","TYROBP"
"CD73",0,2.29401523238711,0.865,0.337,0,"6","CD7"
"XCL2",0,5.35734139660214,0.535,0.022,0,"6","XCL2"
"KLRD1",0,4.81809546824456,0.542,0.03,0,"6","KLRD1"
"FCER1G2",0,1.07717088895312,0.839,0.328,0,"6","FCER1G"
"IGFBP7",0,5.18830435719186,0.548,0.058,0,"6","IGFBP7"
"ID22",0,1.84155707515082,0.819,0.36,0,"6","ID2"
"AKR1C3",0,6.22191736578399,0.471,0.013,0,"6","AKR1C3"
"CTSC2",0,1.97097352104747,0.697,0.241,0,"6","CTSC"
"TPST21",0,2.65768308913641,0.568,0.117,0,"6","TPST2"
"PLAC81",0,2.09001608522719,0.877,0.432,0,"6","PLAC8"
"TTC38",0,5.08131036936062,0.458,0.023,0,"6","TTC38"
"IL2RB",0,4.10977319422521,0.471,0.041,0,"6","IL2RB"
"CD632",0,2.0962640544536,0.748,0.32,0,"6","CD63"
"MATK",0,3.49222328613786,0.452,0.046,0,"6","MATK"
"CCL51",0,1.87032050044641,0.697,0.293,0,"6","CCL5"
"RHOC1",0,1.93885752569903,0.568,0.164,0,"6","RHOC"
"ITGB23",0,1.97679093271315,0.845,0.448,0,"6","ITGB2"
"PRSS23",0,5.07315580859008,0.4,0.015,0,"6","PRSS23"
"C12orf751",0,2.43465965012114,0.484,0.116,0,"6","C12orf75"
"RAP1B2",0,1.60908121836151,0.71,0.342,0,"6","RAP1B"
"APOBEC3G1",0,1.96100787312261,0.561,0.195,0,"6","APOBEC3G"
"ARPC5L1",0,2.62177460959989,0.523,0.165,0,"6","ARPC5L"
"RARRES33",0,1.57305084398337,0.806,0.451,0,"6","RARRES3"
"S1PR5",0,4.20438527934282,0.374,0.024,0,"6","S1PR5"
"XCL1",0,5.30070662028658,0.361,0.012,0,"6","XCL1"
"SRGN2",0,1.36812719137601,0.923,0.579,0,"6","SRGN"
"EFHD22",0,2.02390232547557,0.516,0.174,0,"6","EFHD2"
"CD991",0,1.46446737091211,0.819,0.487,0,"6","CD99"
"NCR31",0,2.57493980846398,0.406,0.075,0,"6","NCR3"
"PLEK2",0,2.2025940355847,0.471,0.151,0,"6","PLEK"
"PLEKHF1",0,3.95100943263088,0.348,0.028,0,"6","PLEKHF1"
"BST22",0,1.26197186723676,0.748,0.431,0,"6","BST2"
"IFITM12",0,1.49024793377662,0.774,0.458,0,"6","IFITM1"
"SAMD31",0,2.97738983923476,0.413,0.099,0,"6","SAMD3"
"ALOX5AP1",0,2.09051178288554,0.529,0.216,0,"6","ALOX5AP"
"PDIA32",0,1.5656107210182,0.632,0.32,0,"6","PDIA3"
"PPP1R181",0,1.7910718202799,0.574,0.267,0,"6","PPP1R18"
"XBP11",0,1.98247125651371,0.574,0.268,0,"6","XBP1"
"ZAP701",0,2.25757789079723,0.426,0.126,0,"6","ZAP70"
"GPR56",0,4.43922162448322,0.316,0.018,0,"6","GPR56"
"MYO1F3",0,1.81093453600001,0.516,0.22,0,"6","MYO1F"
"CHST121",0,2.6953590812296,0.394,0.099,0,"6","CHST12"
"LITAF1",0,1.53479141600374,0.587,0.295,0,"6","LITAF"
"HCST1",0,1.48487214039585,0.813,0.523,0,"6","HCST"
"CD532",0,1.21598536165325,0.819,0.531,0,"6","CD53"
"PTGDR",0,4.37960593189489,0.316,0.03,0,"6","PTGDR"
"PTPRCAP2",0,1.10989423634883,0.91,0.625,0,"6","PTPRCAP"
"CTSD2",0,1.43814491830844,0.51,0.226,0,"6","CTSD"
"ARL4C2",0,1.83582885317874,0.465,0.182,0,"6","ARL4C"
"CD300A1",0,2.54970671298926,0.394,0.111,0,"6","CD300A"
"SH2D1B",0,6.06547503090786,0.29,0.007,0,"6","SH2D1B"
"CCL31",0,2.37147618148807,0.406,0.124,0,"6","CCL3"
"TBX21",0,3.88722517031484,0.31,0.028,0,"6","TBX21"
"HAVCR2",0,4.73645480117,0.31,0.03,0,"6","HAVCR2"
"C1orf21",0,4.45995027143859,0.297,0.017,0,"6","C1orf21"
"ABI31",0,1.84027690128996,0.439,0.161,0,"6","ABI3"
"DHRS71",0,1.59742980086413,0.581,0.304,0,"6","DHRS7"
"SEPT71",0,1.59227955402801,0.594,0.323,0,"6","SEPT7"
"CLIC13",0,1.29820567021039,0.897,0.629,0,"6","CLIC1"
"PSMB10",0,1.47566627454392,0.606,0.34,0,"6","PSMB10"
